Response,Effective To Date,Customer,State,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Number of Open Complaints,Months Since Last Claim,Coverage,Monthly Premium Auto,Policy Type,Policy,Months Since Policy Inception,Number of Policies,Renew Offer Type,Vehicle Class,Vehicle Size,Sales Channel,Total Claim Amount,Customer Lifetime Value
0,2001-11-11,AZ95587,Arizona,Bachelor,Employed,F,61222,Urban,Single,0,20,Extended,89,Special Auto,Special L3,55,2,Offer3,Four-Door Car,Small,Branch,392.604371,10388.55323
0,2001-09-11,DS81757,Oregon,College,Unemployed,M,0,Suburban,Single,0,7,Basic,74,Personal Auto,Personal L1,20,1,Offer4,Two-Door Car,Large,Web,721.242206,2470.121222
0,2002-04-11,OJ94107,Arizona,Master,Employed,M,50335,Urban,Married,0,9,Premium,140,Personal Auto,Personal L2,54,1,Offer1,SUV,Medsize,Call Center,456.52385,5619.068508
0,1/21/11,LP84436,California,High School or Below,Unemployed,F,0,Suburban,Single,0,30,Extended,127,Personal Auto,Personal L2,11,6,Offer3,Sports Car,Medsize,Branch,1087.995426,9047.119209
0,2/16/11,YV64727,Washington,High School or Below,Employed,M,63221,Suburban,Married,0,28,Premium,168,Corporate Auto,Corporate L3,49,1,Offer3,SUV,Medsize,Agent,806.4,6692.143668
1,2/24/11,LM19287,Oregon,High School or Below,Unemployed,F,0,Suburban,Married,0,31,Extended,96,Personal Auto,Personal L1,34,1,Offer1,Four-Door Car,Large,Agent,460.8,3731.504584
0,1/18/11,ZU18643,Nevada,Bachelor,Employed,M,64495,Urban,Married,0,34,Extended,92,Corporate Auto,Corporate L2,30,1,Offer4,Four-Door Car,Medsize,Web,251.992083,3660.770258
0,1/30/11,AZ82578,California,College,Unemployed,F,0,Suburban,Married,0,7,Basic,72,Corporate Auto,Corporate L3,75,2,Offer1,Four-Door Car,Medsize,Call Center,345.6,7928.829252
0,2001-09-11,XC67861,Arizona,Bachelor,Employed,F,28859,Suburban,Divorced,3,24,Basic,67,Corporate Auto,Corporate L2,51,4,Offer1,Two-Door Car,Medsize,Call Center,321.6,5011.751577
0,2002-01-11,YC43143,Arizona,High School or Below,Employed,F,77330,Rural,Married,0,0,Extended,99,Personal Auto,Personal L3,21,3,Offer2,Four-Door Car,Medsize,Web,99.257608,7988.258292
1,2/28/11,EK59571,Oregon,College,Unemployed,M,0,Suburban,Married,0,3,Premium,105,Corporate Auto,Corporate L2,92,1,Offer1,Four-Door Car,Large,Branch,504,3885.456401
0,1/31/11,GD83998,Washington,Bachelor,Employed,M,24495,Suburban,Single,0,29,Basic,70,Personal Auto,Personal L2,65,1,Offer4,Four-Door Car,Small,Branch,336,2659.337982
1,2/17/11,WA25797,Washington,High School or Below,Employed,M,95697,Rural,Married,0,29,Basic,107,Personal Auto,Personal L3,29,9,Offer2,Sports Car,Medsize,Agent,178.006524,8564.768226
0,2002-12-11,PD27940,Arizona,High School or Below,Disabled,M,26372,Suburban,Married,0,11,Extended,126,Personal Auto,Personal L3,7,1,Offer4,SUV,Medsize,Agent,604.8,4885.162511
0,2/24/11,BS77946,Arizona,Bachelor,Medical Leave,F,17514,Rural,Married,0,2,Extended,127,Personal Auto,Personal L1,5,3,Offer1,SUV,Medsize,Branch,8.312729,9753.307106
0,2002-01-11,YM50253,California,Bachelor,Employed,F,89270,Urban,Single,0,17,Basic,74,Personal Auto,Personal L3,90,1,Offer2,Four-Door Car,Medsize,Branch,316.599228,2946.153697
0,2002-06-11,NR15332,California,High School or Below,Employed,M,29757,Suburban,Married,0,13,Basic,65,Personal Auto,Personal L2,55,1,Offer2,Four-Door Car,Small,Web,312,2581.110945
0,1/23/11,RC62865,Oregon,College,Employed,M,51814,Rural,Single,0,28,Extended,92,Personal Auto,Personal L2,89,1,Offer3,Four-Door Car,Medsize,Agent,56.300724,3517.385764
0,1/21/11,CC15295,Oregon,Bachelor,Employed,F,24028,Suburban,Married,0,14,Extended,82,Personal Auto,Personal L2,27,2,Offer2,Four-Door Car,Small,Agent,393.6,9743.350113
1,1/20/11,KA61892,Arizona,College,Retired,M,28142,Suburban,Married,0,18,Basic,105,Personal Auto,Personal L3,50,1,Offer2,Sports Car,Medsize,Agent,701.708239,3873.647046
0,2001-06-11,OS94884,Arizona,Bachelor,Employed,F,52705,Rural,Married,1,14,Basic,64,Personal Auto,Personal L2,8,2,Offer1,Two-Door Car,Large,Web,128.705563,7649.28199
0,2/22/11,ND87334,California,High School or Below,Unemployed,M,0,Suburban,Married,0,1,Basic,63,Corporate Auto,Corporate L3,5,1,Offer2,Two-Door Car,Medsize,Agent,679.368378,2287.59692
0,2/27/11,ML93326,Washington,College,Employed,F,84903,Urban,Married,0,7,Basic,111,Personal Auto,Personal L1,63,1,Offer1,SUV,Medsize,Agent,497.126827,4475.424592
1,2/21/11,YL74911,California,College,Unemployed,F,0,Suburban,Divorced,0,14,Basic,118,Personal Auto,Personal L3,64,4,Offer1,SUV,Medsize,Agent,566.4,8714.922135
1,1/29/11,JP69864,Washington,Bachelor,Retired,F,24910,Suburban,Single,1,7,Basic,63,Personal Auto,Personal L1,63,1,Offer1,Four-Door Car,Medsize,Branch,347.857619,2248.449633
0,2/22/11,HL53154,California,Bachelor,Unemployed,M,0,Suburban,Single,2,15,Extended,77,Personal Auto,Personal L3,12,2,Offer1,Four-Door Car,Medsize,Agent,554.4,7416.197322
0,2/21/11,RI78966,Oregon,Master,Medical Leave,M,21876,Suburban,Married,0,12,Basic,68,Personal Auto,Personal L3,28,2,Offer1,Four-Door Car,Small,Agent,465.41477,7771.158973
0,2001-10-11,IC13702,California,Bachelor,Unemployed,F,0,Suburban,Single,1,33,Basic,69,Personal Auto,Personal L3,61,2,Offer1,Four-Door Car,Small,Agent,496.8,6968.3419
1,1/18/11,BE10809,California,High School or Below,Unemployed,F,0,Suburban,Single,1,17,Basic,61,Personal Auto,Personal L1,1,7,Offer1,Four-Door Car,Small,Agent,292.8,4250.282624
0,1/16/11,HT87217,Oregon,High School or Below,Employed,F,70699,Urban,Divorced,0,1,Extended,82,Personal Auto,Personal L2,57,2,Offer3,Four-Door Car,Medsize,Agent,256.813837,19776.56654
0,2001-06-11,TH95618,California,High School or Below,Unemployed,F,0,Suburban,Married,1,11,Basic,74,Personal Auto,Personal L2,85,2,Offer1,Four-Door Car,Medsize,Agent,355.2,21343.46599
0,1/27/11,TS19868,California,College,Medical Leave,M,27501,Suburban,Married,0,20,Basic,63,Personal Auto,Personal L1,0,1,Offer4,Four-Door Car,Medsize,Branch,542.319401,2413.139714
0,1/15/11,LP45550,Oregon,Doctor,Disabled,F,15897,Urban,Divorced,0,30,Premium,101,Personal Auto,Personal L3,99,2,Offer2,Four-Door Car,Medsize,Agent,303.148399,15363.84716
0,2001-09-11,QR87004,Nevada,College,Employed,F,25141,Rural,Divorced,1,12,Basic,73,Personal Auto,Personal L3,4,2,Offer3,Four-Door Car,Medsize,Agent,25.438063,8456.961887
0,1/28/11,OE75747,Nevada,College,Unemployed,F,0,Suburban,Married,3,5,Basic,61,Personal Auto,Personal L2,46,1,Offer3,Four-Door Car,Small,Agent,292.8,2189.642522
1,2/26/11,DX91392,California,High School or Below,Employed,M,51066,Suburban,Single,0,23,Basic,74,Personal Auto,Personal L2,0,8,Offer2,Four-Door Car,Medsize,Call Center,787.993313,5780.182197
0,2001-04-11,AB72731,California,Bachelor,Employed,F,28358,Rural,Married,0,24,Basic,117,Personal Auto,Personal L2,37,1,Offer2,Sports Car,Medsize,Call Center,84.024413,4639.981638
0,2002-01-11,RU49126,Washington,College,Employed,F,61846,Rural,Married,0,1,Basic,112,Personal Auto,Personal L2,48,1,Offer2,SUV,Medsize,Agent,215.8182,4465.335703
0,1/27/11,IS12901,Arizona,Bachelor,Employed,F,90972,Urban,Married,0,3,Basic,74,Personal Auto,Personal L3,47,8,Offer2,Two-Door Car,Medsize,Call Center,232.926145,5968.118877
0,2/14/11,IX37561,Washington,College,Unemployed,F,0,Suburban,Single,0,3,Basic,74,Personal Auto,Personal L3,95,7,Offer3,Two-Door Car,Medsize,Web,532.8,5097.763337
0,1/23/11,HH90090,California,Bachelor,Employed,F,29549,Suburban,Divorced,0,17,Basic,104,Personal Auto,Personal L2,51,1,Offer2,Sports Car,Small,Call Center,710.433775,4076.634665
0,2/18/11,IU25463,California,Bachelor,Unemployed,F,0,Suburban,Married,1,12,Premium,115,Personal Auto,Personal L2,17,2,Offer1,Four-Door Car,Medsize,Agent,552,12252.60179
0,1/24/11,KC11055,Nevada,Bachelor,Employed,F,39411,Suburban,Married,2,4,Extended,217,Personal Auto,Personal L3,29,4,Offer3,Luxury Car,Medsize,Branch,1122.658899,16936.27147
0,2/18/11,PD33979,Oregon,High School or Below,Employed,M,21709,Suburban,Married,0,28,Basic,62,Personal Auto,Personal L2,17,3,Offer2,Four-Door Car,Large,Branch,408.374746,4892.435461
0,1/19/11,NK71023,Nevada,Bachelor,Employed,M,67890,Suburban,Single,0,23,Extended,85,Personal Auto,Personal L2,57,2,Offer4,Four-Door Car,Small,Agent,408,9942.304791
0,2001-04-11,AB13432,California,Bachelor,Unemployed,M,0,Suburban,Single,0,3,Basic,110,Personal Auto,Personal L3,16,1,Offer1,SUV,Medsize,Agent,792,3735.838129
0,2002-07-11,OZ97704,California,High School or Below,Employed,F,84311,Suburban,Single,4,11,Basic,111,Personal Auto,Personal L3,98,2,Offer3,SUV,Small,Call Center,532.8,13117.52215
0,1/30/11,UF46533,California,College,Employed,F,99316,Suburban,Single,0,26,Basic,114,Corporate Auto,Corporate L3,53,1,Offer2,SUV,Medsize,Branch,754.358929,4574.524094
1,2/17/11,XP47431,Arizona,Bachelor,Employed,F,54507,Suburban,Married,0,20,Extended,138,Personal Auto,Personal L1,11,1,Offer2,SUV,Medsize,Agent,702.990032,5470.060561
0,1/13/11,GK73582,California,Bachelor,Employed,F,64586,Urban,Single,0,3,Extended,76,Personal Auto,Personal L1,17,1,Offer3,Four-Door Car,Medsize,Branch,206.837111,2978.84601
0,2002-08-11,RV98763,Oregon,College,Employed,M,61709,Urban,Married,2,5,Extended,82,Personal Auto,Personal L3,41,7,Offer3,Four-Door Car,Medsize,Branch,275.395894,6410.967544
0,1/29/11,II62831,California,Master,Employed,M,94656,Urban,Married,1,12,Basic,111,Special Auto,Special L2,79,1,Offer4,SUV,Medsize,Web,459.738128,4479.023088
0,2002-05-11,XK33449,California,High School or Below,Unemployed,F,0,Suburban,Single,0,5,Basic,69,Special Auto,Special L3,40,1,Offer4,Two-Door Car,Small,Branch,496.8,2383.731879
0,1/20/11,TR85083,California,Bachelor,Employed,M,61085,Suburban,Married,1,27,Basic,70,Personal Auto,Personal L3,34,1,Offer2,Two-Door Car,Medsize,Branch,336,2764.493659
0,1/27/11,EO95328,Oregon,Bachelor,Employed,F,89284,Suburban,Married,3,7,Basic,67,Personal Auto,Personal L2,31,2,Offer4,Two-Door Car,Small,Agent,321.6,7920.105377
0,2001-09-11,EN21086,Arizona,High School or Below,Unemployed,F,0,Suburban,Divorced,0,6,Basic,63,Personal Auto,Personal L2,12,2,Offer1,Four-Door Car,Small,Branch,302.4,6889.097981
0,2001-11-11,YL83902,Washington,Bachelor,Employed,F,31686,Suburban,Married,0,11,Extended,81,Personal Auto,Personal L3,33,1,Offer1,Four-Door Car,Small,Agent,430.994107,3274.194616
0,2/17/11,AZ62651,Oregon,High School or Below,Employed,M,56855,Suburban,Single,0,12,Premium,255,Corporate Auto,Corporate L3,1,1,Offer4,Luxury SUV,Medsize,Web,1836,9951.707743
0,2/16/11,ZW25874,Oregon,Bachelor,Employed,M,53703,Rural,Single,2,3,Basic,67,Special Auto,Special L3,45,1,Offer1,Four-Door Car,Medsize,Branch,67.632476,2521.555686
0,2002-10-11,EH41854,Washington,High School or Below,Unemployed,F,0,Suburban,Single,1,12,Extended,96,Personal Auto,Personal L1,35,2,Offer3,Two-Door Car,Medsize,Branch,844.481918,23706.11337
1,2/19/11,MW70227,California,College,Employed,M,20396,Suburban,Married,1,15,Extended,76,Personal Auto,Personal L1,60,4,Offer1,Four-Door Car,Medsize,Branch,364.8,6047.02516
0,1/21/11,SL22297,California,Master,Disabled,F,27679,Suburban,Single,0,30,Premium,150,Personal Auto,Personal L1,28,3,Offer1,SUV,Medsize,Call Center,722.486994,11140.30248
1,2/27/11,RV14138,Nevada,Bachelor,Retired,F,23904,Suburban,Single,3,1,Extended,123,Personal Auto,Personal L3,67,1,Offer1,SUV,Medsize,Agent,590.4,4334.064096
0,2002-04-11,UO62808,Arizona,High School or Below,Employed,F,65351,Suburban,Married,0,4,Basic,69,Corporate Auto,Corporate L1,54,1,Offer2,Four-Door Car,Medsize,Call Center,481.027516,2799.74791
0,1/18/11,ZX64745,California,College,Unemployed,M,0,Suburban,Single,0,20,Basic,113,Personal Auto,Personal L2,1,7,Offer1,SUV,Medsize,Agent,1124.427734,7923.136624
0,2002-03-11,FL34139,California,High School or Below,Unemployed,M,0,Suburban,Single,3,0,Basic,63,Personal Auto,Personal L2,54,7,Offer1,Four-Door Car,Medsize,Call Center,669.682001,3688.110888
0,2001-02-11,TS11219,California,College,Unemployed,M,0,Suburban,Single,0,14,Basic,116,Personal Auto,Personal L2,35,2,Offer1,SUV,Medsize,Agent,1284.093173,12067.45599
0,2001-09-11,XX12304,California,College,Employed,F,64459,Urban,Married,0,16,Basic,72,Personal Auto,Personal L1,64,1,Offer2,Four-Door Car,Medsize,Branch,240.259479,2924.976721
0,1/19/11,SD64087,California,College,Employed,M,32961,Suburban,Married,0,13,Premium,190,Corporate Auto,Corporate L2,53,3,Offer1,SUV,Small,Branch,912,15014.0927
0,2001-11-11,OY38576,Oregon,High School or Below,Employed,F,71416,Suburban,Divorced,0,10,Basic,116,Corporate Auto,Corporate L3,0,3,Offer2,SUV,Medsize,Agent,556.8,9277.233839
0,1/31/11,BG76355,Washington,Bachelor,Employed,F,68964,Rural,Married,0,15,Extended,78,Personal Auto,Personal L3,6,3,Offer3,Four-Door Car,Medsize,Web,115.086827,6274.123875
0,2001-11-11,IP66913,California,High School or Below,Employed,M,78108,Suburban,Single,0,12,Extended,98,Personal Auto,Personal L3,34,1,Offer2,Two-Door Car,Small,Agent,470.4,3886.647414
1,2002-11-11,LE95702,California,College,Retired,M,10621,Suburban,Single,0,28,Basic,67,Special Auto,Special L3,22,5,Offer1,Four-Door Car,Medsize,Agent,321.6,4386.277558
0,1/22/11,KX54357,Washington,College,Employed,M,84910,Urban,Married,0,4,Extended,95,Corporate Auto,Corporate L3,69,2,Offer2,Two-Door Car,Small,Web,383.167471,11365.26766
0,2/24/11,EZ78112,California,High School or Below,Employed,F,77493,Urban,Single,0,2,Basic,70,Special Auto,Special L3,35,3,Offer1,Four-Door Car,Medsize,Agent,307.963291,5610.96434
0,2/28/11,XN16891,Arizona,College,Employed,M,81097,Suburban,Divorced,0,7,Basic,74,Personal Auto,Personal L1,67,1,Offer4,Four-Door Car,Small,Agent,355.2,2912.892035
0,1/25/11,XK31350,Oregon,College,Employed,F,96610,Suburban,Married,0,6,Extended,85,Corporate Auto,Corporate L1,23,3,Offer4,Four-Door Car,Large,Call Center,520.364752,6915.729915
0,2/26/11,CC30924,Oregon,College,Employed,M,30110,Urban,Married,0,20,Premium,159,Corporate Auto,Corporate L3,71,1,Offer4,Sports Car,Small,Agent,466.436375,6262.663307
1,2/19/11,IT78748,Oregon,High School or Below,Disabled,F,22081,Suburban,Married,0,1,Extended,84,Special Auto,Special L3,9,6,Offer1,Two-Door Car,Small,Agent,451.670309,6503.397049
1,2001-02-11,KY33386,Washington,High School or Below,Unemployed,F,0,Suburban,Divorced,0,12,Basic,112,Personal Auto,Personal L3,93,3,Offer1,Sports Car,Medsize,Web,537.6,8007.399376
0,2001-02-11,CO44221,California,College,Employed,M,98473,Suburban,Married,0,19,Basic,72,Personal Auto,Personal L1,69,1,Offer2,Four-Door Car,Medsize,Branch,345.6,2929.916512
0,1/26/11,LK60013,Oregon,Bachelor,Employed,F,97431,Suburban,Married,0,1,Basic,74,Personal Auto,Personal L2,72,3,Offer3,Four-Door Car,Medsize,Branch,355.2,5969.55297
0,2002-02-11,DE21533,California,Bachelor,Employed,M,93870,Suburban,Divorced,0,1,Basic,69,Personal Auto,Personal L2,96,8,Offer1,Four-Door Car,Medsize,Call Center,331.2,5473.15987
0,2/27/11,YS94121,Nevada,High School or Below,Employed,M,50366,Suburban,Divorced,0,9,Basic,72,Personal Auto,Personal L1,5,9,Offer1,Four-Door Car,Small,Call Center,428.734656,5645.396665
1,1/20/11,UK68427,Washington,High School or Below,Employed,M,34498,Suburban,Single,0,30,Extended,83,Personal Auto,Personal L3,72,7,Offer2,Two-Door Car,Small,Branch,398.4,6369.262355
0,1/17/11,TE49565,Oregon,College,Disabled,F,16552,Suburban,Married,0,23,Basic,103,Personal Auto,Personal L3,53,2,Offer2,SUV,Small,Call Center,494.4,11833.76732
0,1/17/11,RA88421,Oregon,College,Employed,F,26787,Suburban,Married,0,7,Extended,77,Personal Auto,Personal L3,50,5,Offer3,Four-Door Car,Medsize,Branch,369.6,6121.107929
0,2/24/11,KQ51983,Nevada,College,Unemployed,M,0,Suburban,Single,0,2,Basic,74,Personal Auto,Personal L1,42,9,Offer1,Two-Door Car,Medsize,Branch,831.752839,5159.369746
1,2/14/11,CD88896,Nevada,High School or Below,Employed,F,43860,Rural,Single,0,15,Basic,65,Corporate Auto,Corporate L3,58,1,Offer2,Four-Door Car,Medsize,Agent,156.124914,2514.59196
0,2/20/11,YV22553,Arizona,High School or Below,Employed,M,21474,Urban,Married,2,13,Basic,114,Corporate Auto,Corporate L3,72,9,Offer1,SUV,Small,Agent,373.428187,8668.611261
0,2/19/11,WU14435,California,Bachelor,Disabled,M,18174,Suburban,Married,0,8,Basic,66,Corporate Auto,Corporate L1,16,9,Offer1,Four-Door Car,Small,Agent,395.934815,4960.965384
1,2002-08-11,XV84099,Arizona,Bachelor,Unemployed,F,0,Suburban,Married,0,18,Basic,73,Corporate Auto,Corporate L1,45,5,Offer1,Four-Door Car,Medsize,Call Center,350.4,5504.139033
1,2002-06-11,RI24911,Arizona,College,Employed,M,60920,Urban,Single,0,10,Basic,64,Personal Auto,Personal L3,61,2,Offer2,Two-Door Car,Medsize,Agent,231.201886,7507.455372
0,2/27/11,KO26461,Arizona,High School or Below,Employed,M,41520,Urban,Married,0,18,Extended,90,Personal Auto,Personal L2,70,2,Offer1,Four-Door Car,Medsize,Agent,289.904105,32269.85139
0,2002-01-11,HI14283,Oregon,Bachelor,Unemployed,F,0,Suburban,Married,0,12,Premium,152,Personal Auto,Personal L3,89,1,Offer1,SUV,Small,Web,729.6,5657.031588
0,2/23/11,PT50227,Arizona,High School or Below,Unemployed,M,0,Suburban,Married,0,19,Basic,68,Personal Auto,Personal L3,16,8,Offer3,Two-Door Car,Medsize,Call Center,326.4,5061.757902
0,2001-11-11,BH36570,California,Bachelor,Employed,M,72208,Suburban,Married,0,3,Basic,73,Personal Auto,Personal L3,84,8,Offer1,Two-Door Car,Small,Branch,350.4,5912.783829
0,2002-10-11,TX17484,California,Bachelor,Employed,F,53863,Rural,Married,0,12,Basic,63,Personal Auto,Personal L2,30,2,Offer1,Four-Door Car,Large,Web,105.765111,15182.27975
0,2/25/11,CT41158,Washington,College,Employed,M,66446,Urban,Divorced,0,8,Extended,136,Corporate Auto,Corporate L1,77,3,Offer2,SUV,Large,Branch,639.464548,10747.03094
0,2/16/11,AO87348,Washington,College,Unemployed,M,0,Suburban,Single,0,18,Basic,61,Personal Auto,Personal L3,26,1,Offer2,Four-Door Car,Small,Agent,292.8,2050.623512
0,1/30/11,DE55857,Washington,Bachelor,Employed,F,64997,Suburban,Single,1,7,Basic,63,Personal Auto,Personal L3,99,1,Offer2,Four-Door Car,Small,Agent,383.442328,2465.444865
0,2002-11-11,LF66923,Nevada,High School or Below,Employed,F,64460,Suburban,Married,0,18,Basic,66,Corporate Auto,Corporate L3,42,3,Offer2,Two-Door Car,Small,Agent,316.8,5343.121327
0,1/14/11,CN24514,Arizona,College,Employed,F,46618,Rural,Married,0,22,Basic,67,Personal Auto,Personal L1,77,2,Offer3,Four-Door Car,Large,Agent,99.085943,8119.829071
0,2/14/11,UW32074,Oregon,College,Unemployed,F,0,Suburban,Divorced,0,13,Basic,64,Corporate Auto,Corporate L3,64,4,Offer1,Four-Door Car,Small,Branch,307.2,4605.265164
0,2002-03-11,HP36979,California,College,Employed,M,49988,Suburban,Married,5,6,Extended,84,Personal Auto,Personal L2,37,5,Offer2,Two-Door Car,Large,Web,566.935022,6408.785577
0,1/31/11,PP40919,California,College,Unemployed,F,0,Suburban,Single,5,2,Extended,91,Personal Auto,Personal L1,8,1,Offer1,Two-Door Car,Medsize,Agent,436.8,2376.533508
0,2/15/11,RO73268,California,Bachelor,Disabled,M,16269,Suburban,Divorced,0,6,Extended,86,Corporate Auto,Corporate L2,84,1,Offer3,Two-Door Car,Medsize,Agent,412.8,3211.070017
0,2/27/11,HO61691,Arizona,Bachelor,Employed,F,72006,Suburban,Divorced,0,4,Basic,64,Personal Auto,Personal L1,38,3,Offer4,Four-Door Car,Medsize,Agent,307.2,5094.522262
0,1/21/11,BS13062,Arizona,High School or Below,Unemployed,F,0,Suburban,Married,2,3,Extended,81,Personal Auto,Personal L2,60,2,Offer4,Four-Door Car,Small,Call Center,388.8,25755.27817
0,1/14/11,FO35655,Oregon,Bachelor,Unemployed,M,0,Suburban,Single,0,34,Extended,245,Corporate Auto,Corporate L3,83,1,Offer1,Luxury SUV,Medsize,Branch,2345.413441,8672.229719
0,1/25/11,HR10526,California,Master,Employed,M,44320,Suburban,Married,0,13,Basic,67,Personal Auto,Personal L2,79,2,Offer1,Four-Door Car,Medsize,Call Center,321.6,8044.73072
0,2002-02-11,IA63417,Arizona,High School or Below,Retired,F,19782,Suburban,Divorced,0,13,Premium,108,Personal Auto,Personal L3,66,1,Offer3,Two-Door Car,Medsize,Web,773.470977,4001.519098
0,2002-09-11,BH35016,Nevada,Bachelor,Employed,F,63933,Suburban,Divorced,0,35,Basic,70,Personal Auto,Personal L3,98,2,Offer1,Two-Door Car,Medsize,Call Center,424.883448,16706.11699
0,2/28/11,PK52952,Arizona,Doctor,Employed,M,28224,Suburban,Single,0,13,Basic,109,Personal Auto,Personal L3,13,8,Offer1,SUV,Medsize,Call Center,523.2,8544.411077
1,1/27/11,OD76309,Washington,College,Retired,F,21073,Suburban,Divorced,1,25,Basic,106,Personal Auto,Personal L3,54,3,Offer1,SUV,Small,Agent,508.8,7805.31287
0,2/19/11,IL28481,Oregon,Bachelor,Employed,M,63243,Urban,Married,0,21,Extended,77,Personal Auto,Personal L3,73,3,Offer4,Four-Door Car,Large,Call Center,364.240307,6112.756868
1,2/18/11,GY55092,Nevada,High School or Below,Retired,M,20993,Suburban,Divorced,0,35,Extended,133,Personal Auto,Personal L3,90,1,Offer2,SUV,Medsize,Agent,638.4,4772.943848
0,2/14/11,UF33451,Oregon,Bachelor,Employed,F,94827,Urban,Married,0,5,Extended,135,Personal Auto,Personal L3,64,4,Offer1,SUV,Medsize,Agent,354.729129,10979.09559
0,1/30/11,CF15558,California,Master,Employed,F,39161,Urban,Married,1,18,Basic,63,Personal Auto,Personal L3,83,4,Offer2,Two-Door Car,Small,Call Center,283.995953,5004.263818
0,2002-09-11,JM62924,Washington,Bachelor,Employed,M,37534,Suburban,Married,2,2,Extended,84,Personal Auto,Personal L3,0,2,Offer3,Four-Door Car,Medsize,Branch,403.2,13223.04379
