ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Customer_rating
507,A,Ship,4,155,3,medium,F,35,1421,1,0
508,B,Ship,5,230,3,medium,F,3,2923,1,0
509,C,Ship,4,192,2,medium,F,36,2497,1,1
510,F,Ship,5,235,3,low,M,14,2984,1,0
511,D,Ship,3,200,3,low,M,46,3642,1,0
512,F,Ship,5,172,3,medium,M,65,1667,1,0
513,A,Ship,5,160,4,low,F,6,1603,1,0
514,B,Ship,5,250,5,low,M,12,2722,1,0
515,C,Ship,4,174,3,low,M,9,1682,1,0
516,F,Ship,3,204,3,high,F,54,3608,1,0
517,D,Ship,3,274,3,medium,F,51,3476,1,1
518,F,Ship,5,262,2,medium,F,62,3744,1,1
519,A,Ship,4,138,3,medium,M,23,1785,1,1
520,B,Ship,3,215,3,medium,F,2,3873,1,0
521,C,Ship,3,145,2,low,F,34,1773,1,0
522,F,Road,4,149,2,medium,M,56,1141,1,1
523,D,Road,6,212,2,medium,M,38,2359,1,1
524,F,Road,3,155,3,medium,F,47,1193,1,0
525,A,Road,5,154,3,low,M,40,1238,1,0
526,B,Road,3,249,3,medium,M,51,2173,1,0
527,C,Road,5,206,2,low,M,2,3490,1,0
528,F,Road,4,235,3,medium,F,22,2015,1,1
529,D,Road,5,261,3,medium,F,8,3257,1,1
530,F,Road,6,243,4,high,F,22,3537,1,0
531,A,Road,3,237,2,high,M,26,3103,1,0
532,B,Road,2,179,2,low,F,19,1900,1,0
533,C,Road,4,192,3,low,F,43,3498,1,0
534,F,Road,3,141,3,medium,F,39,1838,1,0
535,D,Road,3,245,3,low,F,61,2188,1,0
536,F,Road,4,177,4,medium,F,32,1774,1,0
537,A,Road,2,154,4,high,F,17,1897,1,0
538,B,Road,4,228,3,medium,F,12,3359,1,0
539,C,Road,3,207,6,high,F,24,3702,1,0
540,F,Road,4,266,4,medium,F,33,2701,1,0
541,D,Road,3,172,3,medium,F,42,1707,1,0
542,F,Road,4,142,3,low,F,35,1512,1,0
543,A,Road,4,218,3,low,F,40,3200,1,1
544,B,Flight,3,231,2,low,M,46,2962,1,0
545,C,Flight,4,180,3,low,F,47,1434,1,0
546,F,Flight,3,168,3,low,M,46,1886,1,0
547,D,Flight,5,147,4,high,F,42,1642,1,1
548,F,Flight,5,245,5,low,M,6,3592,1,0
549,A,Flight,2,182,3,medium,M,47,3792,1,0
550,B,Flight,3,176,3,medium,F,8,1567,1,0
551,C,Flight,5,197,4,medium,F,51,2917,1,0
552,F,Flight,3,233,3,medium,M,52,3519,1,1
553,D,Flight,3,156,2,low,M,8,1145,1,0
554,F,Flight,2,257,4,medium,F,52,2073,1,0
555,A,Flight,5,250,3,low,F,11,3373,1,0
556,B,Flight,5,189,5,low,M,3,3301,1,0
557,C,Flight,3,255,2,high,M,7,3311,1,0
558,F,Flight,2,198,2,medium,M,28,3514,1,0
559,D,Flight,4,164,3,medium,M,15,1489,1,0
560,F,Flight,5,271,3,medium,M,32,3785,1,0
561,A,Flight,3,185,2,medium,F,34,3299,1,0
562,B,Flight,2,157,6,high,F,17,1764,1,1
563,C,Flight,3,137,2,medium,M,17,1673,1,0
564,F,Flight,3,229,3,low,M,14,2164,1,0
565,D,Flight,3,234,2,medium,F,39,2449,1,0
566,F,Ship,4,216,2,low,M,52,3578,1,0
567,A,Ship,3,163,4,low,F,20,1940,1,0
568,B,Ship,5,268,3,low,M,19,2526,1,0
569,C,Ship,3,205,5,medium,M,35,2988,1,0
570,F,Ship,4,265,2,medium,F,18,2969,1,1
571,D,Ship,2,236,3,medium,M,3,3416,1,0
572,F,Ship,4,132,3,low,M,63,1901,1,0
573,A,Ship,3,234,2,medium,M,46,3108,1,0
574,B,Ship,4,108,6,low,F,22,1745,1,0
575,C,Ship,4,276,2,low,M,54,3706,1,0
576,F,Ship,4,179,4,low,M,1,1063,1,0
577,D,Ship,4,230,3,medium,M,40,2225,1,0
578,F,Ship,3,210,3,medium,F,43,2096,1,0
579,A,Ship,3,173,3,low,F,15,1992,1,0
580,B,Ship,2,201,3,medium,F,29,3894,1,1
581,C,Ship,3,214,2,low,M,21,3342,1,0
582,F,Ship,4,216,2,medium,F,22,3024,1,0
583,D,Ship,2,144,3,medium,M,61,1313,1,1
584,F,Ship,5,182,3,medium,F,27,3039,1,1
585,A,Ship,3,163,2,medium,F,48,1369,1,0
586,B,Ship,3,234,3,medium,F,8,2334,1,0
587,C,Ship,3,158,3,high,F,59,1307,1,0
588,F,Ship,3,194,2,medium,M,4,3496,1,1
589,D,Ship,3,201,6,medium,F,3,2497,1,0
590,F,Ship,3,178,2,medium,F,59,1933,1,0
591,A,Ship,4,214,5,medium,M,51,2669,1,0
592,B,Ship,3,281,2,medium,M,55,3047,1,0
593,C,Ship,3,260,3,medium,F,2,2176,1,0
594,F,Ship,3,200,2,medium,F,46,3174,1,0
595,D,Ship,5,209,2,high,F,49,2581,1,0
596,F,Ship,3,185,3,low,M,61,3280,1,0
597,A,Ship,4,230,3,low,F,62,2236,1,0
598,B,Ship,3,134,3,medium,F,31,1540,1,0
599,C,Ship,4,270,2,low,F,34,2821,1,1
600,F,Ship,4,140,3,medium,F,1,1464,1,0
601,D,Ship,6,133,5,medium,M,32,1367,1,0
602,F,Ship,3,145,3,medium,M,44,1218,1,0
603,A,Ship,4,206,3,medium,M,58,2135,1,0
604,B,Ship,3,162,2,low,F,52,1125,1,0
605,C,Ship,4,187,2,low,F,58,3665,1,0
606,F,Ship,4,166,5,low,F,54,1203,1,0
607,D,Ship,4,178,3,low,F,48,1819,1,1
608,F,Ship,3,167,2,high,F,34,1967,1,0
609,A,Ship,4,224,3,high,M,60,3145,1,0
610,B,Ship,4,158,3,medium,M,11,1224,1,0
611,C,Ship,3,134,2,medium,M,43,1198,1,0
612,F,Ship,4,147,2,medium,F,20,1387,1,0
613,D,Ship,4,187,3,low,M,61,2207,1,0
614,F,Ship,4,247,2,medium,F,18,2404,1,1
615,A,Ship,5,182,4,high,M,20,2212,1,0
616,B,Ship,4,177,4,medium,F,33,1049,1,0
617,C,Ship,5,143,2,high,F,18,1066,1,1
618,F,Ship,5,245,2,medium,F,8,3231,1,0
619,D,Ship,4,133,4,medium,M,64,1834,1,0
620,F,Ship,3,224,2,low,M,13,3891,1,1
621,A,Ship,2,265,2,low,F,50,3859,1,1
622,B,Ship,4,138,2,low,M,28,1528,1,0
623,C,Ship,3,253,3,low,M,6,3788,1,0
624,F,Ship,4,165,3,medium,M,51,1293,1,0
625,D,Ship,4,265,3,low,F,65,3578,1,0
626,F,Ship,3,238,3,high,F,54,3142,1,0
627,A,Ship,5,236,3,low,F,51,3402,1,0
628,B,Ship,4,190,5,high,F,38,3022,1,0
629,C,Ship,6,104,4,medium,F,23,1442,1,0
630,F,Ship,4,245,2,low,F,19,2616,1,1
631,D,Ship,3,155,3,medium,F,27,1022,1,0
632,F,Ship,3,233,3,low,M,63,2143,1,0
633,A,Ship,4,171,4,low,F,55,1539,1,0
634,B,Ship,2,164,2,low,M,56,1491,1,0
635,C,Ship,3,141,3,low,M,6,1361,1,0
636,F,Ship,5,266,2,low,F,61,2118,1,0
637,D,Ship,3,192,2,low,F,56,3765,1,0
638,F,Ship,3,229,6,medium,F,61,2298,1,0
639,A,Ship,6,269,4,medium,M,38,3171,1,0
640,B,Ship,3,247,4,low,M,59,2939,1,0
641,C,Ship,4,157,2,low,F,2,1087,1,0
642,F,Ship,3,148,3,medium,F,64,1280,1,0
643,D,Ship,4,240,2,low,M,14,2437,1,0
644,F,Ship,4,197,4,medium,M,58,3617,1,0
645,A,Ship,6,121,5,low,M,23,1734,1,0
646,B,Ship,4,124,3,high,M,60,1107,1,0
647,C,Ship,4,153,3,medium,F,53,1185,1,0
648,F,Ship,5,105,4,high,M,1,1622,1,0
649,D,Ship,4,202,3,medium,M,2,3962,1,0
650,F,Ship,5,162,2,low,F,54,1635,1,0
651,A,Ship,3,164,3,medium,M,13,1158,1,0
652,B,Ship,3,231,4,medium,M,48,3370,1,0
653,C,Ship,5,209,4,medium,F,12,2933,1,0
654,F,Ship,3,157,2,high,M,19,1898,1,0
655,D,Ship,4,249,2,low,M,4,2725,1,1
656,F,Ship,2,264,2,low,F,63,2896,1,0
657,A,Ship,3,111,4,low,M,61,1844,1,0
658,B,Ship,3,242,3,medium,F,10,3606,1,0
659,C,Road,4,169,3,low,M,23,1058,1,0
660,F,Road,5,138,2,low,M,13,1056,1,0
661,D,Road,5,158,3,low,M,9,1483,1,0
662,F,Road,5,146,4,low,M,5,1718,1,0
663,A,Road,4,218,5,medium,F,36,2995,1,0
664,B,Road,3,178,2,medium,F,22,1247,1,0
665,C,Road,4,197,3,low,F,34,3784,1,1
666,F,Road,3,243,2,medium,M,17,3230,1,0
667,D,Road,5,254,4,high,M,37,2608,1,0
668,F,Road,3,237,4,low,M,33,2782,1,0
669,A,Road,5,179,3,low,F,62,1945,1,0
670,B,Road,3,189,3,medium,M,38,2108,1,0
671,C,Road,4,244,3,medium,M,1,3982,1,0
672,F,Road,3,266,2,medium,M,46,3594,1,0
673,D,Road,5,263,3,high,M,10,2538,1,0
674,F,Road,3,247,2,medium,M,39,3189,1,0
675,A,Road,4,202,3,low,F,6,2616,1,1
676,B,Road,4,227,3,medium,F,1,2761,1,0
677,C,Road,4,189,2,low,F,15,2457,1,1
678,F,Road,6,160,2,low,F,31,1689,1,0
679,D,Road,3,117,3,medium,M,56,1618,1,0
680,F,Road,3,202,2,high,M,52,2312,1,0
681,A,Flight,4,201,3,medium,F,54,2487,1,0
682,B,Flight,3,273,2,medium,F,39,2651,1,0
683,C,Flight,4,143,2,medium,M,58,1038,1,0
684,F,Flight,4,137,4,high,M,29,1262,1,1
685,D,Flight,5,236,3,high,M,34,3455,1,1
686,F,Flight,4,241,2,low,M,17,3844,1,0
687,A,Flight,4,187,2,low,F,6,3625,1,0
688,B,Flight,4,273,2,high,M,63,3516,1,1
689,C,Flight,5,170,3,low,M,15,1314,1,0
690,F,Flight,3,138,3,low,F,37,1266,1,1
691,D,Flight,5,150,2,low,M,60,1034,1,0
692,F,Flight,5,140,3,high,F,42,1384,1,1
693,A,Flight,4,250,2,low,M,17,3544,1,0
694,B,Flight,3,207,7,medium,M,19,2182,1,0
695,C,Flight,4,214,3,low,M,36,2684,1,0
696,F,Flight,4,179,3,low,M,63,1215,1,0
697,D,Flight,5,149,4,medium,F,20,1110,1,0
698,F,Flight,3,151,2,low,F,16,1422,1,1
699,A,Flight,4,264,3,medium,M,23,2376,1,0
700,B,Flight,6,113,3,high,M,31,1037,1,1
701,C,Flight,6,281,3,medium,F,36,2536,1,0
702,F,Flight,4,197,7,medium,M,43,3730,1,0
703,D,Ship,3,265,8,low,F,35,3299,1,0
704,F,Ship,4,259,3,low,F,47,3764,1,0
705,A,Ship,5,200,8,low,F,18,3806,1,0
706,B,Ship,2,111,2,high,M,60,1787,1,0
707,C,Ship,3,223,3,medium,M,53,3670,1,1
708,F,Ship,3,241,3,low,M,5,2713,1,0
709,D,Ship,4,139,3,low,F,25,1152,1,0
710,F,Ship,7,192,3,low,M,38,1372,1,0
711,A,Ship,3,117,3,medium,M,23,1527,1,0
712,B,Ship,3,202,2,high,F,21,3120,1,0
713,C,Ship,4,201,3,medium,F,39,2066,1,0
714,F,Ship,3,273,2,medium,F,16,2466,1,0
715,D,Ship,4,143,2,medium,F,64,1910,1,0
716,F,Ship,4,137,4,high,M,15,1391,1,0
717,A,Ship,5,236,3,high,F,47,3519,1,0
718,B,Ship,4,241,2,low,F,39,2935,1,0
719,C,Ship,4,187,2,low,M,44,3218,1,1
720,F,Ship,4,273,2,high,M,43,3462,1,0
721,D,Ship,5,170,3,low,F,12,1018,1,0
722,F,Ship,3,138,3,low,F,54,1648,1,0
723,A,Ship,5,150,2,low,M,2,1682,1,0
724,B,Ship,5,140,3,high,F,56,1332,1,0
725,C,Ship,4,250,2,low,F,46,2878,1,0
726,F,Ship,3,207,7,medium,F,46,2670,1,0
727,D,Ship,4,214,3,low,F,18,2574,1,0
728,F,Ship,4,179,3,low,M,45,1903,1,0
729,A,Ship,5,149,4,medium,M,48,1068,1,0
730,B,Ship,3,151,2,low,F,4,1748,1,0
731,C,Ship,4,264,3,medium,M,16,2245,1,1
732,F,Ship,6,113,3,high,F,35,1402,1,1
733,D,Ship,6,281,3,medium,M,11,2135,1,0
734,F,Ship,4,197,7,medium,F,22,2065,1,0
735,A,Ship,3,265,8,low,M,2,3622,1,0
736,B,Ship,4,259,3,low,M,39,2427,1,0
737,C,Ship,5,200,8,low,F,9,2741,1,0
738,F,Ship,2,111,2,high,F,10,1920,1,0
739,D,Ship,3,223,3,medium,F,6,2127,1,0
740,F,Ship,3,241,3,low,M,22,3030,1,0
741,A,Ship,4,139,3,low,F,65,1277,1,1
742,B,Ship,7,192,3,low,F,33,1694,1,0
743,C,Ship,3,180,4,medium,F,59,1481,1,1
744,F,Ship,3,153,5,low,M,35,1089,1,0
745,D,Ship,2,280,4,low,M,48,1463,1,0
746,F,Ship,7,243,5,medium,M,28,1100,1,1
747,A,Ship,3,214,2,low,M,50,3881,1,0
748,B,Ship,4,177,2,low,M,6,1112,1,0
749,C,Ship,3,182,3,medium,F,39,3828,1,0
750,F,Ship,4,185,3,medium,M,17,2824,1,1
751,D,Ship,3,143,3,medium,M,23,1281,1,0
752,F,Ship,3,162,3,medium,M,7,1901,1,0
753,A,Ship,3,171,2,low,M,34,1999,1,0
754,B,Ship,5,227,3,low,F,14,2589,1,0
755,C,Ship,3,205,6,low,F,25,2232,1,1
756,F,Ship,3,258,3,low,M,17,3033,1,1
757,D,Ship,4,195,5,medium,F,10,3537,1,1
758,F,Ship,4,224,2,low,M,8,3638,1,0
759,A,Ship,2,192,6,low,F,41,2673,1,1
760,B,Ship,3,202,3,medium,F,35,3986,1,0
761,C,Ship,5,235,2,medium,F,12,3358,1,0
762,F,Ship,3,218,3,low,M,22,3818,1,0
763,D,Ship,6,176,4,medium,M,31,1262,1,1
764,F,Ship,3,221,2,medium,F,26,3120,1,0
765,A,Ship,3,157,3,low,F,32,1370,1,0
766,B,Ship,4,259,4,low,F,13,2495,1,0
767,C,Ship,2,249,3,low,M,11,2534,1,0
768,F,Ship,4,263,5,low,F,62,2292,1,0
769,D,Ship,4,141,3,low,F,2,1915,1,0
770,F,Ship,4,114,3,medium,F,9,1240,1,0
771,A,Ship,3,179,4,low,F,44,1004,1,0
772,B,Ship,4,179,3,medium,M,40,1584,1,0
773,C,Ship,3,193,3,low,F,47,3523,1,1
774,F,Ship,3,137,3,medium,F,23,1246,1,0
775,D,Ship,3,110,3,low,M,55,1875,1,1
776,F,Ship,3,270,3,medium,F,61,3582,1,0
777,A,Ship,5,175,3,medium,F,64,1110,1,0
778,B,Ship,5,234,2,low,M,12,2372,1,0
779,C,Ship,2,177,3,medium,M,48,1113,1,0
780,F,Ship,3,153,2,low,F,24,1442,1,0
781,D,Ship,4,252,3,low,M,16,2332,1,1
782,F,Ship,2,122,2,low,F,32,1213,1,0
783,A,Ship,4,215,2,medium,F,34,2258,1,1
784,B,Ship,3,140,4,low,F,47,1207,1,0
785,C,Ship,3,209,2,low,M,43,2237,1,0
786,F,Ship,2,144,3,high,M,40,1500,1,0
787,D,Ship,4,210,3,low,M,16,2046,1,0
788,F,Ship,5,160,3,medium,F,22,1693,1,0
789,A,Ship,5,134,2,low,F,20,1549,1,0
790,B,Ship,3,138,3,medium,F,34,1159,1,0
791,C,Ship,4,200,2,medium,M,65,3485,1,0
792,F,Ship,5,133,2,medium,M,30,1161,1,0
793,D,Ship,2,121,5,low,M,32,1788,1,0
794,F,Ship,4,257,3,medium,M,5,2489,1,0
795,A,Ship,4,255,4,low,M,14,3099,1,1
796,B,Road,4,158,3,low,F,32,1061,1,0
797,C,Road,4,248,4,low,F,49,2322,1,0
798,F,Road,2,194,4,medium,M,65,3795,1,0
799,D,Road,4,184,3,medium,F,19,2774,1,0
800,F,Road,5,249,4,medium,F,38,2797,1,1
801,A,Road,5,170,2,medium,F,36,1278,1,1
802,B,Road,3,261,2,medium,F,1,3398,1,0
803,C,Road,3,262,2,low,F,26,2370,1,0
804,F,Road,4,224,3,medium,M,9,2952,1,0
805,D,Road,3,130,2,medium,F,42,1213,1,0
806,F,Road,4,133,3,low,M,57,1379,1,0
807,A,Road,3,145,4,low,F,58,1751,1,0
808,B,Road,2,136,6,low,F,53,1213,1,0
809,C,Road,4,163,5,low,M,24,1658,1,1
810,F,Road,3,183,3,low,F,45,2181,1,0
811,D,Road,5,216,3,medium,F,1,2434,1,0
812,F,Road,4,182,3,medium,M,28,2005,1,0
813,A,Road,4,191,3,low,F,19,2392,1,1
814,B,Road,3,140,2,high,F,7,1401,1,0
815,C,Road,4,161,3,high,F,59,1165,1,0
816,F,Road,4,200,4,low,M,43,2747,1,0
817,D,Road,4,176,3,medium,F,36,1891,1,0
818,F,Flight,5,247,3,low,M,32,3645,1,0
819,A,Flight,3,262,2,low,M,15,3287,1,0
820,B,Flight,4,154,2,low,F,49,1532,1,1
821,C,Flight,3,186,3,medium,F,11,3800,1,0
822,F,Flight,2,98,3,low,F,29,1806,1,0
823,D,Flight,3,268,3,low,F,33,3872,1,0
824,F,Flight,5,178,2,medium,F,60,1830,1,0
825,A,Flight,3,142,2,high,M,18,1428,1,0
826,B,Flight,4,160,3,low,M,33,1837,1,1
827,C,Flight,5,232,2,medium,M,24,2174,1,0
828,F,Flight,4,209,2,low,F,23,2533,1,0
829,D,Flight,4,230,3,medium,M,33,3602,1,0
830,F,Flight,5,223,3,low,F,40,2074,1,0
831,A,Flight,4,201,3,high,F,7,2644,1,0
832,B,Flight,3,224,3,medium,F,20,2937,1,1
833,C,Flight,2,251,3,low,F,2,3351,1,0
834,F,Flight,3,145,6,medium,M,57,1949,1,0
835,D,Flight,5,271,3,medium,F,16,2563,1,0
836,F,Flight,3,218,4,medium,M,60,3048,1,1
837,A,Flight,3,229,2,low,M,51,2628,1,0
838,B,Flight,5,278,2,low,F,17,2493,1,0
839,C,Flight,2,168,3,low,F,15,1886,1,0
840,F,Ship,5,151,6,medium,M,12,1920,1,0
841,D,Ship,3,232,3,low,M,9,2958,1,0
842,F,Ship,3,140,2,low,F,16,1685,1,0
843,A,Ship,4,141,3,low,M,34,1619,1,0
844,B,Ship,5,182,5,medium,F,23,3398,1,0
845,C,Ship,4,139,5,low,F,52,1977,1,0
846,F,Ship,5,145,5,medium,F,22,1818,1,0
847,D,Ship,4,140,3,medium,M,11,1911,1,0
848,F,Ship,3,267,3,medium,F,62,3589,1,0
849,A,Ship,3,191,3,high,F,60,2069,1,0
850,B,Ship,4,133,4,medium,F,52,1401,1,0
851,C,Ship,4,170,2,low,F,1,1446,1,0
852,F,Ship,4,170,2,low,F,57,1533,1,1
853,D,Ship,3,149,4,medium,F,21,1636,1,0
854,F,Ship,5,279,2,medium,F,1,3933,1,0
855,A,Ship,4,121,2,medium,M,11,1906,1,0
856,B,Ship,3,139,2,low,M,63,1767,1,0
857,C,Ship,3,265,2,high,F,64,2493,1,0
858,F,Ship,5,239,5,medium,M,24,2472,1,0
859,D,Ship,4,119,5,medium,M,5,1841,1,0
860,F,Ship,4,265,4,low,F,30,3896,1,0
861,A,Ship,5,144,6,medium,F,35,1009,1,0
862,B,Ship,3,148,2,low,F,58,1537,1,0
863,C,Ship,5,269,2,medium,M,38,2770,1,0
864,F,Ship,2,188,3,medium,F,51,3191,1,0
865,D,Ship,3,187,2,high,M,8,3725,1,0
866,F,Ship,6,168,5,high,F,65,1601,1,0
867,A,Ship,4,199,2,low,F,46,3371,1,0
868,B,Ship,4,261,3,low,F,10,2802,1,0
869,C,Ship,3,218,3,low,M,4,2304,1,0
870,F,Ship,3,196,3,low,F,64,2911,1,0
871,D,Ship,4,147,3,medium,F,46,1469,1,1
872,F,Ship,4,208,3,high,M,17,2777,1,0
873,A,Ship,3,178,5,low,F,15,1242,1,0
874,B,Ship,4,197,3,medium,M,20,3080,1,0
875,C,Ship,2,206,2,low,F,30,3955,1,0
876,F,Ship,4,222,3,medium,M,45,3158,1,0
877,D,Ship,3,247,2,medium,M,55,3461,1,0
878,F,Ship,4,222,3,medium,M,25,2582,1,0
879,A,Ship,6,205,5,low,M,14,3213,1,0
880,B,Ship,5,244,3,low,M,8,3571,1,0
881,C,Ship,2,194,6,medium,F,39,3770,1,0
882,F,Ship,4,190,2,low,M,36,3548,1,1
883,D,Ship,3,169,2,low,M,17,1242,1,0
884,F,Ship,3,251,2,low,F,5,3443,1,0
885,A,Ship,2,161,2,medium,F,1,1642,1,0
886,B,Ship,3,252,4,low,M,29,2353,1,0
887,C,Ship,4,271,3,low,F,19,2693,1,0
888,F,Ship,5,150,3,medium,M,21,1187,1,0
889,D,Ship,3,212,3,high,M,6,2069,1,1
890,F,Ship,5,198,4,high,M,65,3407,1,0
891,A,Ship,3,266,2,high,F,33,3798,1,0
892,B,Ship,3,255,4,low,F,12,2266,1,0
893,C,Ship,4,166,3,high,F,3,1453,1,0
894,F,Ship,3,232,2,low,F,39,2139,1,0
895,D,Ship,3,198,2,medium,F,62,3015,1,1
896,F,Ship,4,170,3,low,F,21,1588,1,0
897,A,Ship,4,162,2,low,M,16,1014,1,0
898,B,Ship,3,135,3,low,M,22,1378,1,0
899,C,Ship,3,242,3,medium,M,19,3753,1,1
900,F,Ship,4,206,3,medium,F,20,2247,1,0
901,D,Ship,5,253,6,medium,M,59,2627,1,1
902,F,Ship,5,208,3,medium,M,35,3884,1,0
903,A,Ship,3,250,3,low,F,33,3463,1,0
904,B,Ship,4,143,2,medium,M,3,1996,1,0
905,C,Ship,5,236,3,medium,F,62,3365,1,1
906,F,Ship,4,147,3,low,M,13,1145,1,0
907,D,Ship,2,113,5,low,M,43,1638,1,1
908,F,Ship,5,165,2,high,M,54,1190,1,0
909,A,Ship,4,235,4,low,M,22,2066,1,0
910,B,Ship,4,186,10,low,F,42,3521,1,1
911,C,Ship,4,274,10,medium,F,29,2949,1,0
912,F,Ship,2,163,3,medium,F,37,1079,1,1
913,D,Ship,4,161,3,low,F,6,1386,1,0
914,F,Ship,4,264,2,low,M,35,2336,1,0
915,A,Ship,3,255,2,medium,M,42,3459,1,0
916,B,Ship,4,258,3,medium,M,3,3928,1,0
917,C,Ship,5,261,8,medium,M,39,2103,1,1
918,F,Ship,5,188,7,medium,M,3,3637,1,0
919,D,Ship,3,188,3,high,M,11,3072,1,0
920,F,Ship,3,160,10,medium,M,25,1548,1,0
921,A,Ship,3,214,2,low,M,26,3503,1,0
922,B,Ship,4,209,8,medium,F,46,3345,1,0
923,C,Ship,4,208,7,high,M,8,2193,1,0
924,F,Ship,3,265,4,low,M,47,2557,1,0
925,D,Ship,4,161,2,high,F,41,1992,1,0
926,F,Ship,5,217,3,high,F,61,3067,1,0
927,A,Ship,3,210,2,low,F,52,2444,1,0
928,B,Ship,3,179,2,low,F,60,1808,1,0
929,C,Ship,3,180,4,medium,M,55,1165,1,0
930,F,Ship,3,153,5,low,F,12,1972,1,0
931,D,Ship,4,162,2,low,M,2,1714,1,0
932,F,Ship,3,135,3,low,M,27,1898,1,0
933,A,Road,3,242,3,medium,F,3,2268,1,1
934,B,Road,4,206,3,medium,F,33,2804,1,0
935,C,Road,5,253,6,medium,M,12,2486,1,0
936,F,Road,5,208,3,medium,M,8,3442,1,0
937,D,Road,3,250,3,low,F,49,3798,1,0
938,F,Road,4,143,2,medium,F,20,1360,1,1
939,A,Road,5,236,3,medium,M,7,3589,1,0
940,B,Road,4,147,3,low,F,15,1956,1,0
941,C,Road,2,113,5,low,F,9,1957,1,0
942,F,Road,5,165,2,high,M,46,1482,1,0
943,D,Road,4,235,4,low,M,50,2020,1,0
944,F,Road,4,186,10,low,M,45,3722,1,0
945,A,Road,4,274,10,medium,F,5,3910,1,1
946,B,Road,2,163,3,medium,M,35,1547,1,0
947,C,Road,4,161,3,low,F,22,1819,1,0
948,F,Road,4,264,2,low,M,8,2436,1,0
949,D,Road,3,255,2,medium,M,3,2894,1,0
950,F,Road,4,258,3,medium,M,53,2428,1,0
951,A,Road,5,261,8,medium,F,1,3308,1,0
952,B,Road,5,188,7,medium,F,48,2466,1,0
953,C,Road,3,188,3,high,F,9,3206,1,1
954,F,Road,3,160,10,medium,F,29,1952,1,0
955,D,Flight,3,214,2,low,F,50,2720,1,0
956,F,Flight,4,209,8,medium,F,59,2948,1,1
957,A,Flight,4,208,7,high,F,65,2674,1,0
958,B,Flight,3,265,4,low,M,50,2249,1,0
959,C,Flight,4,161,2,high,F,21,1075,1,0
960,F,Flight,5,217,3,high,M,21,2600,1,0
961,D,Flight,3,210,2,low,F,35,2741,1,0
962,F,Flight,3,179,2,low,F,62,1765,1,0
963,A,Flight,3,180,4,medium,M,52,1329,1,0
964,B,Flight,4,158,5,medium,F,55,1936,1,1
965,C,Flight,6,291,5,medium,F,53,1682,1,0
966,F,Flight,5,231,2,medium,F,55,3894,1,0
967,D,Flight,4,163,4,low,F,49,1470,1,1
968,F,Flight,5,146,3,low,M,41,1204,1,0
969,A,Flight,2,272,2,low,M,24,3638,1,1
970,B,Flight,2,121,2,medium,F,18,1839,1,0
971,C,Flight,6,118,2,low,M,40,1014,1,0
972,F,Flight,3,173,2,low,M,14,1638,1,1
973,D,Flight,4,243,2,low,M,23,2686,1,1
974,F,Flight,5,229,3,medium,M,29,2505,1,0
975,A,Flight,5,96,4,medium,F,12,1655,1,0
976,B,Flight,5,249,3,medium,M,55,3558,1,1
977,C,Ship,3,165,2,low,F,24,1966,1,0
978,F,Ship,4,223,3,medium,F,63,2427,1,1
979,D,Ship,3,267,2,low,F,52,2949,1,0
980,F,Ship,4,140,2,low,F,47,1831,1,0
981,A,Ship,4,209,3,low,F,44,2075,1,0
982,B,Ship,3,243,3,medium,M,4,3189,1,1
983,C,Ship,3,175,4,medium,F,17,1276,1,0
984,F,Ship,5,133,3,low,M,9,1051,1,0
985,D,Ship,3,167,3,medium,F,24,1111,1,0
986,F,Ship,6,172,6,high,F,50,1052,1,0
987,A,Ship,5,257,2,low,M,55,2257,1,0
988,B,Ship,3,202,2,medium,M,39,3857,1,0
989,C,Ship,3,223,3,medium,F,31,3942,1,0
990,F,Ship,3,182,2,low,F,40,2592,1,0
991,D,Ship,3,234,3,medium,M,33,2789,1,0
992,F,Ship,3,140,3,low,F,30,1035,1,1
993,A,Ship,4,136,3,medium,M,9,1548,1,0
994,B,Ship,4,210,3,medium,F,6,2568,1,0
995,C,Ship,5,259,3,high,F,37,3023,1,0
996,F,Ship,4,141,2,medium,M,52,1012,1,0
997,D,Ship,4,151,4,medium,M,13,1583,1,0
998,F,Ship,3,164,3,medium,F,43,1423,1,1
999,A,Ship,3,141,2,medium,F,48,1758,1,0
1000,B,Ship,3,271,2,medium,M,15,3542,1,0
1001,C,Ship,4,191,4,low,F,15,2544,1,0
1002,F,Ship,3,181,3,medium,M,22,3266,1,0
1003,D,Ship,3,241,5,low,M,8,2182,1,0
1004,F,Ship,3,254,3,medium,M,3,2837,1,0
1005,A,Ship,3,146,6,medium,F,62,1162,1,0
1006,B,Ship,5,271,2,high,M,46,2744,1,0
1007,C,Ship,3,185,2,medium,F,42,2803,1,0
1008,F,Ship,4,170,3,low,F,9,1138,1,1
1009,D,Ship,4,265,2,medium,M,18,3327,1,0
1010,F,Ship,4,142,4,low,F,8,1777,1,0
1011,A,Ship,2,228,2,low,F,49,3024,1,1
1012,B,Ship,4,262,4,low,M,16,2871,1,1
1013,C,Ship,3,205,2,medium,F,54,2427,1,0
1014,F,Ship,4,178,2,high,M,39,1362,1,0
1015,D,Ship,2,153,2,low,M,46,1130,1,0
